FDA Handle,FDA Upload Date,Omeka Link,research,Confirmed/processed,Filename,File size,OCLC,Monograph/Serial,Type,Title (cyrillic) i͡e Ī ī Ẏ Ḟ ѣ,Title (romanized) ĭ  ë  i͡a  I͡A  ė  Ė  t͡s,Title (controlled)  T͡S  I͡U i͡u,Author (romanized),Author (cyrillic),Author's date of death,Place of publication (Cyrillic),Place of publication (romanized),Publisher (Cyrillic),Publishers (romanized),DCAA publisher number,Date,# of pages,Series (cyrillic),Series (romanized),Series/Serial numbering,Geographic region,Subject,Summary,Online version,Rights information,Notes,Additional Author 1,Additional Author 2,Additional Author 3,Additional Author 4,Series 2,Series 3,Language,Geospatial Data
http://hdl.handle.net/2451/39850,8/28/2017,http://dcaa.hosting.nyu.edu/items/show/1124,in,present,isawdca_000060.pdf,291 MB,5337297,monograph,book,"Опытъ словаря тюркскихъ нарѣчiй, т. 3, ч. 1 ","Opyt"" slovari͡a ti͡urkskih"" nari͡echiĭ",,"Radlov, V. V. (Vasiliĭ Vasilʹevich), 1837-1918","Радлов, В.В. ",1837-1918,Санктпетербургъ,Sanktpeterburg,Императорская академii͡a наукъ,Imperatorskai͡a Akademīi͡a nauk,0,1905,635,,,"v. 3, part 1",,Turkic languages -- Dictionaries -- Polyglot. Turkic languages -- Dialects.                       Turkic languages.,,,"NYU believes this publication is in the public domain. However, if you believe that you are the copyright owner of any material displayed here, please see our takedown policy: http://dcaa.hosting.nyu.edu/takedown-notice.",,,,,,,,Russian,
http://hdl.handle.net/2451/39851,8/28/2017,http://dcaa.hosting.nyu.edu/items/show/1135,in,present,isawdca_000071.pdf,20.8 MB,493712778,monograph,book,Афрасиаб - городище былого Самарканда ,Afrasiab - gorodishche bylogo Samarkanda: Arheologicheskiĭ ocherk,,"Vi͡atkin, V.L.","Вяткин, В.Л. ",1869-1932, Самарканд ,Samarkand,Издание Главнауки Наркомпроса УзССР,Izd. Glavnauki Narkomprosa Uz. S.S.R,0,1926,66,,,,Uzbekistan,Afrasiab (Uzbekistan) -- History.   Afrasiab (Uzbekistan) -- Antiquities.,Value: 4. Description of the site of Afrasiab as it was in 1920's. Discussion and illustrations of some excavated objects without talking of their provenance.,,"The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/39852,8/28/2017,http://dcaa.hosting.nyu.edu/items/show/1136,in,present,isawdca_000072.pdf,38 MB,cf. 14067988,monograph,book,Китайский Туркестан ,Kitaĭskiĭ Turkestan,,"Skrin, A.","Скрин, А. ",?,Москва-Ленинград ,Moskva-Leningrad,Молодая Гвардия,Molodai͡a Gvardii͡a,0,1930,176,,,,,Chinese Turkestan,,,"The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",Translated from English. From folder Disk16 new,,,,,,,Russian,
http://hdl.handle.net/2451/39853,8/28/2017,http://dcaa.hosting.nyu.edu/items/show/1137,in,present,isawdca_000073.pdf,18.8 MB,15987310,monograph,book,"Описание персидских, арабских и турецких рукописей Фундаментальной Библиотеки Среднеазиатского Государственного Университета.    ","Opisanie persidskih, arabskih i turetskih rukopiseĭ Fundamental'noĭ Biblioteki Sredneaziatskogo Gosudarstvennogo Universiteta.",,"Semenov, A. A. (Aleksandr Aleksandrovich), 1873-1958. ","Семенов, А.А. ",1873-1958,Ташкент ,Tashkent,Издательство Среднеазиатского Государственного Университета,Izdatel'stvo  Sredneaziatskogo Gosudarstvennogo Universiteta,37,1935,89,Труды Среднеазиатского Государственного Университета.,Trudy Sredneaziatskogo Gosudarstvennogo Universiteta,Series II. Orientalia. Issue 4,Uzbekistan,"Manuscripts, Persian -- Uzbekistan -- Tashkent -- Catalogs. Manuscripts, Arabic -- Uzbekistan -- Tashkent -- Catalogs. Manuscripts, Turkish -- Uzbekistan -- Tashkent -- Catalogs.",Value: 2. Documents date from XVI-XIX centuries.,"LIMITED VIEW, http://hdl.handle.net/2027/uc1.b4189072","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",Scanned from a bad copy with many cuts to the pages.,,,,,,,Russian,
http://hdl.handle.net/2451/39854,8/28/2017,http://dcaa.hosting.nyu.edu/items/show/1138,in,present,isawdca_000074.pdf,11.7 MB,503234018,monograph,book,Отчет об археологической разведке в Янгиюльском районе УзССР в 1934 г. ,Otchët ob arheologicheskoĭ razvedke v I͡Angii͡ul'skom raĭone UzSSR v 1934 g.,,"Grigorʹev,  Georgiĭ Vasilʹevich ","Григорьев, Г.В. ",1898-1941,Ташкент ,Tashkent,Изд. КазГу ,Izd. KazGU,25,1935,51,,,,Uzbekistan,Report on archaeological exploration in I͡Angii͡ulsk region of Uzbek SSR in 1934,Value: 5. 3 archaeological survey expeditions. Registered 19 sites. Includes maps.,,"Publishing house ""Qazaq Univerity"" has granted permission to the Institute for the Study of the Ancient World of New York University to publish this material electronically in the Digital Central Asian Archaeology collection. We are making such material available on a noncommercial basis for research and educational purposes, in an effort to expand access to thinly-held and/or out-of-print material related to the study of the ancient world to the widest possible audience. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use (Title 17 U.S.C. Section 107), you must obtain permission from Publishing house ""Qazaq Univerity"". We respect the intellectual property rights of others. If you believe that you own the copyright to the material made available on this site, please see our takedown policy: http://dcaa.hosting.nyu.edu/takedown-notice.",,,,,,,,Russian,
http://hdl.handle.net/2451/39855,8/28/2017,http://dcaa.hosting.nyu.edu/items/show/1125,in,present,isawdca_000061.pdf,256 MB,5337297,monograph,book,"Опытъ словаря тюркскихъ нарѣчiй, т. 3, ч. 2 ","Opyt"" slovari͡a ti͡urkskih"" nari͡echiĭ",,"Radlov, V. V. (Vasiliĭ Vasilʹevich), 1837-1918","Радлов, В.В. ",1837-1918,Санктпетербургъ,Sanktpeterburg,Императорская академii͡a наукъ,Imperatorskai͡a Akademīi͡a nauk,0,1905,573,,,"v. 3, part 2",,Turkic languages -- Dictionaries -- Polyglot. Turkic languages -- Dialects.                       Turkic languages.,,,"NYU believes this publication is in the public domain. However, if you believe that you are the copyright owner of any material displayed here, please see our takedown policy: http://dcaa.hosting.nyu.edu/takedown-notice.",,,,,,,,Russian,
http://hdl.handle.net/2451/39856,8/28/2017,http://dcaa.hosting.nyu.edu/items/show/1126,in,present,isawdca_000062.pdf,257 MB,491065648,monograph,book,"Опытъ словаря тюркскихъ нарѣчiй, т. 4, ч. 1 ","Opyt"" slovari͡a ti͡urkskih"" nari͡echiĭ",,"Radlov, V. V. (Vasiliĭ Vasilʹevich), 1837-1918","Радлов, В.В. ",1837-1918,Санктпетербургъ,Sanktpeterburg,Императорская академii͡a наукъ,Imperatorskai͡a Akademīi͡a nauk,0,1911,562,,,"v. 4, part 1",,Turkic languages -- Dictionaries -- Polyglot. Turkic languages -- Dialects.  Turkic languages.,,,"NYU believes this publication is in the public domain. However, if you believe that you are the copyright owner of any material displayed here, please see our takedown policy: http://dcaa.hosting.nyu.edu/takedown-notice.",,,,,,,,Russian,
http://hdl.handle.net/2451/39857,8/28/2017,http://dcaa.hosting.nyu.edu/items/show/1127,in,present,isawdca_000063.pdf,240 MB,491065648,monograph,book,"Опытъ словаря тюркскихъ нарѣчiй, т. 4, ч. 2 ","Opyt"" slovari͡a ti͡urkskih"" nari͡echiĭ",,"Radlov, V. V. (Vasiliĭ Vasilʹevich), 1837-1918","Радлов, В.В. ",1837-1918,Санктпетербургъ,Sanktpeterburg,Императорская академii͡a наукъ,Imperatorskai͡a Akademīi͡a nauk,0,1911,668,,,"v. 4, part 2",,Turkic languages -- Dictionaries -- Polyglot. Turkic languages -- Dialects.  Turkic languages.,,,"NYU believes this publication is in the public domain. However, if you believe that you are the copyright owner of any material displayed here, please see our takedown policy: http://dcaa.hosting.nyu.edu/takedown-notice.",,,,,,,,Russian,
http://hdl.handle.net/2451/39858,8/28/2017,http://dcaa.hosting.nyu.edu/items/show/1130,in,present,isawdca_000066.pdf,67.8 MB,13709136,monograph,book,Монеты Бухар-худатов (отдельный оттиск) ,Monety Bukhar-khudatov ,Monety Bukhar-khudatov ,"Lerch, P.I. (Petr Ivanovich)","Лерх, П.И. ",1827-1884,Санкт-Петербург ,Sankt-Peterburg,Типографiя императорской академiи наукъ,Tipografii︠a︡ Imperatorskoĭ Akademīi Nauk,0,1909,162,Труды Восточного отдления Императорского Русского археологического общества,Trudy Vostochnogo otdelenii͡a Imperatorskogo Russkogo arheologicheskogo obshchestva,XVII,Uzbekistan,"Numismatics--Uzbekistan--Bukhara. Islamic coins--Asai, Central.",Value: 3. Detailed analysis of Sassanid and Early Islamic coins. Most lack provenance. Images of the coins are missing from the copy.,,"NYU believes this publication is in the public domain. However, if you believe that you are the copyright owner of any material displayed here, please see our takedown policy: http://dcaa.hosting.nyu.edu/takedown-notice.",reprint,,,,,,,Russian,
http://hdl.handle.net/2451/39859,8/28/2017,http://dcaa.hosting.nyu.edu/items/show/1131,in,present,isawdca_000067.pdf,74.8 MB,15503930,monograph,book,Топографiя кладовъ восточныхъ монетъ (сасанидскихъ и куфическихъ) ,Topografīi︠a︡ kladov vostochnykh monet.,,"Markov, A. K. (Alekseĭ Konstantinovich), 1858-1920","Марковъ, А.",1858-1920,С.-Петербургъ ,"S.-Peterburg""",Типографiя императорской академiи наукъ,"Tipografīi͡a imperatorskoĭ akademīi nauk""",0,1910,158,,,,,Topography of hoards of eastern coins (Sassanian and Kufic),Value: 5. Detailed list of findings of Sasanian and early Islamic coins in Russia and Europe with circumstances of their discovery.,"FULL VIEW, http://hdl.handle.net/2027/njp.32101059967800","NYU believes this publication is in the public domain. However, if you believe that you are the copyright owner of any material displayed here, please see our takedown policy: http://dcaa.hosting.nyu.edu/takedown-notice.",,,,,,,,Russian,
http://hdl.handle.net/2451/39860,8/28/2017,http://dcaa.hosting.nyu.edu/items/show/1132,in,present,isawdca_000068.pdf,19.7 MB,16351792,monograph,book,Надгробныя сооруженiя киргизскихъ степей ,Nadgrobnye sooruzhenii︠a︡ kirgizskikh stepeĭ ,Nadgrobnye sooruzhenii︠a︡ kirgizskikh stepeĭ ,"Castagné, Joseph","Кастанье, I.А. ",1875-1958,Оренбург ,Orenburg,Типографія Тургайскаго обл. правленія,Tip. Turgaĭskogo Obl. Pravlenīi︠a︡,0,1911,144,,,,Kyrgystan,Kyrgyzstan -- Antiquities. Tombs -- Kyrgyzstan. Antiquities.,Value: 5. Descriptions with illustrations of various types of kurgan burials. Ethnographic information on contemporary funeral practices among the Kyrgyz,,"NYU believes this publication is in the public domain. However, if you believe that you are the copyright owner of any material displayed here, please see our takedown policy: http://dcaa.hosting.nyu.edu/takedown-notice.",Dual language: Russian and French,,,,,,,Russian|French,
http://hdl.handle.net/2451/39861,8/28/2017,http://dcaa.hosting.nyu.edu/items/show/1133,in,present,isawdca_000069.pdf,40.7 MB,869907146,monograph,book,Старина и бытъ Средней Азiи ,Starina i byt Sredneĭ Azii,Starina i byt Sredneĭ Azii,"Dostoevskīĭ, Milīĭ","Достоевскiй, Милiй ",1884-1937, Москва ,Moskva,"Изданiе Т-ва ""Образованiе""","Izdanīe T-va ""Obrazovanīe""",0,1917,89,Культурные сокровища России,Kulʹturnye sokrovishcha Rossii.,,Central Asia,"Asia, Central--Description and travel. Asia, Central--Social life and customs",Value: 3. A description of Central Asian cities with some discussion of architecture and crafts.,"NO BOOK, https://books.google.com/books?id=47oOAQAAMAAJ","NYU believes this publication is in the public domain. However, if you believe that you are the copyright owner of any material displayed here, please see our takedown policy: http://dcaa.hosting.nyu.edu/takedown-notice.",,,,,,,,Russian,
http://hdl.handle.net/2451/39862,8/28/2017,http://dcaa.hosting.nyu.edu/items/show/1134,in,present,isawdca_000070.pdf,6.44 MB,54434494,monograph,book,Каталог рукописей исторического отдела Бухарской центральной библиотеки ,Katalog rukopiseĭ istoricheskogo otdela Buharskoĭ T͡Sentral'noĭ Biblioteki,,"Semenov, A. A. (Aleksandr Aleksandrovich), ","Семенов, А.А. ",1873-1958,Ташкент ,Tashkent,,[No Publisher],0,1925,37,Труды Библиографической Комиссии бывш. при СНК ТССР,Trudy Bibliograficheskoi komissii byvsh. pri SNK TSSR ,2,Uzbekistan,Manuscripts. Uzbek -- Bibliography. Manuscripts. Uzbek,"Value: 3. An annotated list of ""historical"" works present in the Bukhara library in the 1920's.",,"The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
